【主播推送商品】,1655527400397,2022-06-18 12:43:20,主播,63号
【实时弹幕】,1655527400481,2022-06-18 12:43:20,陌上花开qlnm,购618好价
【主播推送商品】,1655527401244,2022-06-18 12:43:21,主播,63号
【用户分享直播间】,1655527403809,2022-06-18 12:43:23,紫薇大祭司沈夜
【实时弹幕】,1655527407211,2022-06-18 12:43:27,jd_189314uxg,购618好价
【实时弹幕】,1655527408997,2022-06-18 12:43:28,jd_134778jcu,购618好价
【实时弹幕】,1655527412255,2022-06-18 12:43:32,LONG680608,购618好价
【实时弹幕】,1655527412635,2022-06-18 12:43:32,柳暗花明0113,购618好价
【实时弹幕】,1655527413018,2022-06-18 12:43:33,jd_NgHMorIEfzfb,购618好价
【主播推送商品】,1655527414845,2022-06-18 12:43:34,主播,63号
【主播推送商品】,1655527415120,2022-06-18 12:43:35,主播,63号
【实时弹幕】,1655527415477,2022-06-18 12:43:35,月影雾凇,购618好价
【实时弹幕】,1655527422596,2022-06-18 12:43:42,神采东东,购618好价
【用户正在购买】,1655527425605,2022-06-18 12:43:45,jd_bhfwKZyCwEwN,142号
【实时弹幕】,1655527427200,2022-06-18 12:43:47,哈哈vdf,购618好价
【用户正在购买】,1655527431173,2022-06-18 12:43:51,kQxNEpDWHpsy,138号
【实时弹幕】,1655527432444,2022-06-18 12:43:52,冯振伟034,购618好价
【实时弹幕】,1655527434439,2022-06-18 12:43:54,jd_150513yzr,购618好价
【主播推送商品】,1655527437039,2022-06-18 12:43:57,主播,63号
【主播推送商品】,1655527437556,2022-06-18 12:43:57,主播,63号
【实时弹幕】,1655527440598,2022-06-18 12:44:00,jd_133112ksz,购618好价
【实时弹幕】,1655527442131,2022-06-18 12:44:02,jd_133112ksz,购618好价
【实时弹幕】,1655527442564,2022-06-18 12:44:02,jd_133112ksz,购618好价
【实时弹幕】,1655527442935,2022-06-18 12:44:02,jd_133112ksz,购618好价
【实时弹幕】,1655527443141,2022-06-18 12:44:03,jd_133112ksz,购618好价
【实时弹幕】,1655527443422,2022-06-18 12:44:03,jd_133112ksz,购618好价
【实时弹幕】,1655527443722,2022-06-18 12:44:03,jd_133112ksz,购618好价
【实时弹幕】,1655527443920,2022-06-18 12:44:03,jd_133112ksz,购618好价
【用户正在购买】,1655527444374,2022-06-18 12:44:04,jd_133112ksz,63号
【实时弹幕】,1655527448326,2022-06-18 12:44:08,dalin0308,购618好价
【实时弹幕】,1655527454890,2022-06-18 12:44:14,至尊天宝一哥,购618好价
【实时弹幕】,1655527454906,2022-06-18 12:44:14,ja1237890,购618好价
【实时弹幕】,1655527460372,2022-06-18 12:44:20,kingjbs,购618好价
【用户关注】,1655527460477,2022-06-18 12:44:20,kingjbs
【实时弹幕】,1655527461780,2022-06-18 12:44:21,lixinyue7788,购618好价
【用户关注】,1655527461865,2022-06-18 12:44:21,lixinyue7788
【实时弹幕】,1655527463852,2022-06-18 12:44:23,jd_188112yzv,购618好价
【实时弹幕】,1655527464494,2022-06-18 12:44:24,Michael70zts,购618好价
【用户正在购买】,1655527464984,2022-06-18 12:44:24,jd_131738txs,135号
【用户分享直播间】,1655527466269,2022-06-18 12:44:26,ja1237890
【实时弹幕】,1655527472191,2022-06-18 12:44:32,好嗨哟yyds,购618好价
【实时弹幕】,1655527475308,2022-06-18 12:44:35,jd_42e941cda5375,购618好价
【用户正在购买】,1655527481525,2022-06-18 12:44:41,kQxNEpDWHpsy,129号
【实时弹幕】,1655527484520,2022-06-18 12:44:44,jd_189981fio,购618好价
【主播推送商品】,1655527486394,2022-06-18 12:44:46,主播,63号
【主播推送商品】,1655527486565,2022-06-18 12:44:46,主播,63号
【实时弹幕】,1655527492907,2022-06-18 12:44:52,张维果丶,购618好价
【用户加入购物车】,1655527507250,2022-06-18 12:45:07,思宇哥哥,146号
【主播推送商品】,1655527509429,2022-06-18 12:45:09,主播,63号
【主播推送商品】,1655527511663,2022-06-18 12:45:11,主播,63号
【实时弹幕】,1655527520832,2022-06-18 12:45:20,wangli9577,购618好价
【实时弹幕】,1655527523127,2022-06-18 12:45:23,刘美侠621,购618好价
【主播推送商品】,1655527523428,2022-06-18 12:45:23,主播,63号
【主播推送商品】,1655527523653,2022-06-18 12:45:23,主播,63号
【实时弹幕】,1655527528334,2022-06-18 12:45:28,和田君子兰,购618好价
【实时弹幕】,1655527537994,2022-06-18 12:45:37,jd_152784ybh,购618好价
【实时弹幕】,1655527542207,2022-06-18 12:45:42,jd_139645emn,购618好价
【实时弹幕】,1655527551969,2022-06-18 12:45:51,jd_549ca9dde5835,购618好价
【实时弹幕】,1655527559800,2022-06-18 12:45:59,u_eogxvxcw5pyo,购618好价
【实时弹幕】,1655527562789,2022-06-18 12:46:02,wapuwwx,购618好价
【用户领券】,1655527570875,2022-06-18 12:46:10,kQxNEpDWHpsy,领取了满400减290元券
【主播推送商品】,1655527606707,2022-06-18 12:46:46,主播,55号
